raw_locator,set_code,collector_number,rank,archetype,quantity,top10,archetype_tag,meta_tag_top50,meta_tag_top10,limitless_card_url
ASC-142,ASC,142,21,Lillie's Clefairy,2,False,ptcg::archetype::lillie_s_clefairy,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,22,Metagross,1,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,25,Archaludon,1,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,27,Mega Diancie,1,False,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,30,Mega Venusaur,1,False,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,31,Tera Box,1,False,ptcg::archetype::tera_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,32,Mega Absol Box,1,False,ptcg::archetype::mega_absol_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,33,Flareon,1,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,34,Doublade,1,False,ptcg::archetype::doublade,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,35,Toxtricity,1,False,ptcg::archetype::toxtricity,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,37,Bloodmoon Ursaluna,1,False,ptcg::archetype::bloodmoon_ursaluna,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,38,Mega Manectric,1,False,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,41,Decidueye,1,False,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,45,Joltik Box,1,False,ptcg::archetype::joltik_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,49,Hydreigon,1,False,ptcg::archetype::hydreigon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-142,ASC,142,50,Mega Charizard X,1,False,ptcg::archetype::mega_charizard_x,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/142
ASC-150,ASC,150,36,Eelektrik,3,False,ptcg::archetype::eelektrik,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/150
ASC-151,ASC,151,36,Eelektrik,2,False,ptcg::archetype::eelektrik,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/151
ASC-152,ASC,152,36,Eelektrik,2,False,ptcg::archetype::eelektrik,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/152
ASC-155,ASC,155,4,N's Zoroark,2,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/155
ASC-158,ASC,158,1,Dragapult,4,True,ptcg::archetype::dragapult,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/158
ASC-158,ASC,158,19,Ethan's Typhlosion,2,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/158
ASC-158,ASC,158,34,Doublade,4,False,ptcg::archetype::doublade,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/158
ASC-159,ASC,159,1,Dragapult,4,True,ptcg::archetype::dragapult,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/159
ASC-159,ASC,159,19,Ethan's Typhlosion,2,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/159
ASC-159,ASC,159,34,Doublade,4,False,ptcg::archetype::doublade,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/159
ASC-16,ASC,16,1,Dragapult,1,True,ptcg::archetype::dragapult,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/16
ASC-16,ASC,16,4,N's Zoroark,1,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/16
ASC-16,ASC,16,8,Mega Greninja,1,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/16
ASC-16,ASC,16,15,Mega Starmie,1,False,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/16
ASC-16,ASC,16,20,Greninja,1,False,ptcg::archetype::greninja,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/16
ASC-16,ASC,16,24,Marnie's Grimmsnarl,1,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/16
ASC-16,ASC,16,41,Decidueye,1,False,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/16
ASC-16,ASC,16,42,Mega Froslass,1,False,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/16
ASC-160,ASC,160,1,Dragapult,2,True,ptcg::archetype::dragapult,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/160
ASC-162,ASC,162,22,Metagross,1,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/162
ASC-162,ASC,162,28,Kangaskhan Bouffalant,1,False,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/162
ASC-162,ASC,162,40,Rocket's Spidops,1,False,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/162
ASC-162,ASC,162,45,Joltik Box,1,False,ptcg::archetype::joltik_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/162
ASC-171,ASC,171,12,Beedrill,1,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/171
ASC-171,ASC,171,16,Mega Lopunny,1,False,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/171
ASC-171,ASC,171,25,Archaludon,1,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/171
ASC-171,ASC,171,31,Tera Box,2,False,ptcg::archetype::tera_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/171
ASC-171,ASC,171,33,Flareon,2,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/171
ASC-171,ASC,171,49,Hydreigon,2,False,ptcg::archetype::hydreigon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/171
ASC-172,ASC,172,32,Mega Absol Box,2,False,ptcg::archetype::mega_absol_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/172
ASC-177,ASC,177,18,Hop's Trevenant,1,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/177
ASC-179,ASC,179,33,Flareon,1,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/179
ASC-179,ASC,179,49,Hydreigon,3,False,ptcg::archetype::hydreigon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/179
ASC-18,ASC,18,14,Rocket's Mewtwo,4,False,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/18
ASC-18,ASC,18,40,Rocket's Spidops,4,False,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/18
ASC-181,ASC,181,3,Alakazam,1,True,ptcg::archetype::alakazam,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,8,Mega Greninja,1,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,13,Festival Lead,1,False,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,16,Mega Lopunny,3,False,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,18,Hop's Trevenant,1,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,22,Metagross,1,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,24,Marnie's Grimmsnarl,1,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,29,Okidogi,2,False,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,30,Mega Venusaur,1,False,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,33,Flareon,1,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,34,Doublade,2,False,ptcg::archetype::doublade,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,35,Toxtricity,2,False,ptcg::archetype::toxtricity,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,36,Eelektrik,2,False,ptcg::archetype::eelektrik,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,37,Bloodmoon Ursaluna,2,False,ptcg::archetype::bloodmoon_ursaluna,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,41,Decidueye,1,False,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,42,Mega Froslass,1,False,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,44,Bronzong,1,False,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,46,Palafin,2,False,ptcg::archetype::palafin,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,48,Froslass Munkidori,1,False,ptcg::archetype::froslass_munkidori,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,49,Hydreigon,1,False,ptcg::archetype::hydreigon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-181,ASC,181,50,Mega Charizard X,2,False,ptcg::archetype::mega_charizard_x,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/181
ASC-184,ASC,184,1,Dragapult,4,True,ptcg::archetype::dragapult,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,3,Alakazam,4,True,ptcg::archetype::alakazam,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,4,N's Zoroark,4,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,7,Mega Lucario,2,True,ptcg::archetype::mega_lucario,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,8,Mega Greninja,4,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,11,Crustle,2,False,ptcg::archetype::crustle,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,12,Beedrill,4,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,13,Festival Lead,4,False,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,15,Mega Starmie,4,False,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,16,Mega Lopunny,4,False,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,17,Cynthia's Garchomp,3,False,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,19,Ethan's Typhlosion,2,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,20,Greninja,4,False,ptcg::archetype::greninja,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,22,Metagross,1,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,24,Marnie's Grimmsnarl,3,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,25,Archaludon,2,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,26,Steven's Metagross,3,False,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,33,Flareon,2,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,34,Doublade,4,False,ptcg::archetype::doublade,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,35,Toxtricity,1,False,ptcg::archetype::toxtricity,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,36,Eelektrik,2,False,ptcg::archetype::eelektrik,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,38,Mega Manectric,4,False,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,39,Mega Sharpedo,3,False,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,41,Decidueye,4,False,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,42,Mega Froslass,3,False,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,46,Palafin,4,False,ptcg::archetype::palafin,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,47,Sylveon,1,False,ptcg::archetype::sylveon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,48,Froslass Munkidori,4,False,ptcg::archetype::froslass_munkidori,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-184,ASC,184,49,Hydreigon,4,False,ptcg::archetype::hydreigon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/184
ASC-186,ASC,186,34,Doublade,2,False,ptcg::archetype::doublade,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/186
ASC-186,ASC,186,37,Bloodmoon Ursaluna,1,False,ptcg::archetype::bloodmoon_ursaluna,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/186
ASC-189,ASC,189,5,Raging Bolt,2,True,ptcg::archetype::raging_bolt,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/189
ASC-189,ASC,189,31,Tera Box,1,False,ptcg::archetype::tera_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/189
ASC-189,ASC,189,33,Flareon,1,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/189
ASC-189,ASC,189,49,Hydreigon,1,False,ptcg::archetype::hydreigon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/189
ASC-19,ASC,19,14,Rocket's Mewtwo,4,False,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/19
ASC-19,ASC,19,40,Rocket's Spidops,4,False,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/19
ASC-190,ASC,190,24,Marnie's Grimmsnarl,1,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/190
ASC-191,ASC,191,45,Joltik Box,1,False,ptcg::archetype::joltik_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/191
ASC-195,ASC,195,4,N's Zoroark,3,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/195
ASC-196,ASC,196,1,Dragapult,2,True,ptcg::archetype::dragapult,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,2,Ogerpon Meganium,1,True,ptcg::archetype::ogerpon_meganium,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,3,Alakazam,1,True,ptcg::archetype::alakazam,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,4,N's Zoroark,2,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,5,Raging Bolt,2,True,ptcg::archetype::raging_bolt,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,6,Slowking,2,True,ptcg::archetype::slowking,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,8,Mega Greninja,1,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,9,Basic Box,2,True,ptcg::archetype::basic_box,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,10,Rocket's Honchkrow,3,True,ptcg::archetype::rocket_s_honchkrow,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,12,Beedrill,1,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,13,Festival Lead,2,False,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,14,Rocket's Mewtwo,3,False,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,15,Mega Starmie,1,False,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,16,Mega Lopunny,1,False,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,17,Cynthia's Garchomp,2,False,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,18,Hop's Trevenant,3,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,19,Ethan's Typhlosion,2,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,20,Greninja,1,False,ptcg::archetype::greninja,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,22,Metagross,2,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,23,Ceruledge,3,False,ptcg::archetype::ceruledge,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,24,Marnie's Grimmsnarl,3,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,25,Archaludon,4,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,26,Steven's Metagross,2,False,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,27,Mega Diancie,2,False,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,28,Kangaskhan Bouffalant,2,False,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,29,Okidogi,2,False,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,30,Mega Venusaur,2,False,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,31,Tera Box,2,False,ptcg::archetype::tera_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
ASC-196,ASC,196,32,Mega Absol Box,3,False,ptcg::archetype::mega_absol_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/ASC/196
